measure,sex,ga_label,ga_weeks,z_level,value,source_file
hc,female,35+0,35.0,-1,30.4,international_newborn_size_girls_hc_z_long (1).csv
hc,female,35+0,35.0,0,31.6,international_newborn_size_girls_hc_z_long (1).csv
hc,female,35+0,35.0,1,32.9,international_newborn_size_girls_hc_z_long (1).csv
hc,female,35+0,35.0,2,34.3,international_newborn_size_girls_hc_z_long (1).csv
hc,female,35+0,35.0,3,35.9,international_newborn_size_girls_hc_z_long (1).csv
hc,female,42+6,42.857142857142854,-3,31.3,international_newborn_size_girls_hc_z_long (1).csv
hc,female,42+6,42.857142857142854,-2,32.5,international_newborn_size_girls_hc_z_long (1).csv
hc,female,42+6,42.857142857142854,-1,33.6,international_newborn_size_girls_hc_z_long (1).csv
hc,female,42+6,42.857142857142854,0,34.6,international_newborn_size_girls_hc_z_long (1).csv
hc,female,42+6,42.857142857142854,1,35.6,international_newborn_size_girls_hc_z_long (1).csv
hc,female,42+6,42.857142857142854,2,36.8,international_newborn_size_girls_hc_z_long (1).csv
hc,female,42+6,42.857142857142854,3,38.1,international_newborn_size_girls_hc_z_long (1).csv
hc,male,33+0,33.0,-3,26.5,newborn_boys_hc_z_long.csv
hc,male,33+0,33.0,-2,28.1,newborn_boys_hc_z_long.csv
hc,male,33+0,33.0,-1,29.5,newborn_boys_hc_z_long.csv
hc,male,33+0,33.0,0,30.9,newborn_boys_hc_z_long.csv
hc,male,33+0,33.0,1,32.3,newborn_boys_hc_z_long.csv
hc,male,33+0,33.0,2,33.8,newborn_boys_hc_z_long.csv
hc,male,33+0,33.0,3,35.5,newborn_boys_hc_z_long.csv
hc,male,33+1,33.142857142857146,-3,26.6,newborn_boys_hc_z_long.csv
hc,male,33+1,33.142857142857146,-2,28.2,newborn_boys_hc_z_long.csv
hc,male,33+1,33.142857142857146,-1,29.6,newborn_boys_hc_z_long.csv
hc,male,33+1,33.142857142857146,0,31.0,newborn_boys_hc_z_long.csv
hc,male,33+1,33.142857142857146,1,32.4,newborn_boys_hc_z_long.csv
hc,male,33+1,33.142857142857146,2,33.9,newborn_boys_hc_z_long.csv
hc,male,33+1,33.142857142857146,3,35.6,newborn_boys_hc_z_long.csv
hc,male,33+2,33.285714285714285,-3,26.7,newborn_boys_hc_z_long.csv
hc,male,33+2,33.285714285714285,-2,28.3,newborn_boys_hc_z_long.csv
hc,male,33+2,33.285714285714285,-1,29.7,newborn_boys_hc_z_long.csv
hc,male,33+2,33.285714285714285,0,31.1,newborn_boys_hc_z_long.csv
hc,male,33+2,33.285714285714285,1,32.5,newborn_boys_hc_z_long.csv
hc,male,33+2,33.285714285714285,2,34.0,newborn_boys_hc_z_long.csv
hc,male,33+2,33.285714285714285,3,35.6,newborn_boys_hc_z_long.csv
hc,male,33+3,33.42857142857143,-3,26.8,newborn_boys_hc_z_long.csv
hc,male,33+3,33.42857142857143,-2,28.4,newborn_boys_hc_z_long.csv
hc,male,33+3,33.42857142857143,-1,29.8,newborn_boys_hc_z_long.csv
hc,male,33+3,33.42857142857143,0,31.1,newborn_boys_hc_z_long.csv
hc,male,33+3,33.42857142857143,1,32.5,newborn_boys_hc_z_long.csv
hc,male,33+3,33.42857142857143,2,34.0,newborn_boys_hc_z_long.csv
hc,male,33+3,33.42857142857143,3,35.7,newborn_boys_hc_z_long.csv
hc,male,33+4,33.57142857142857,-3,26.9,newborn_boys_hc_z_long.csv
hc,male,33+4,33.57142857142857,-2,28.5,newborn_boys_hc_z_long.csv
hc,male,33+4,33.57142857142857,-1,29.9,newborn_boys_hc_z_long.csv
hc,male,33+4,33.57142857142857,0,31.2,newborn_boys_hc_z_long.csv
hc,male,33+4,33.57142857142857,1,32.6,newborn_boys_hc_z_long.csv
hc,male,33+4,33.57142857142857,2,34.1,newborn_boys_hc_z_long.csv
hc,male,33+4,33.57142857142857,3,35.8,newborn_boys_hc_z_long.csv
hc,male,33+5,33.714285714285715,-3,27.0,newborn_boys_hc_z_long.csv
hc,male,33+5,33.714285714285715,-2,28.6,newborn_boys_hc_z_long.csv
hc,male,33+5,33.714285714285715,-1,30.0,newborn_boys_hc_z_long.csv
hc,male,33+5,33.714285714285715,0,31.3,newborn_boys_hc_z_long.csv
hc,male,33+5,33.714285714285715,1,32.7,newborn_boys_hc_z_long.csv
hc,male,33+5,33.714285714285715,2,34.2,newborn_boys_hc_z_long.csv
hc,male,33+5,33.714285714285715,3,35.8,newborn_boys_hc_z_long.csv
hc,male,33+6,33.857142857142854,-3,27.1,newborn_boys_hc_z_long.csv
hc,male,33+6,33.857142857142854,-2,28.7,newborn_boys_hc_z_long.csv
hc,male,33+6,33.857142857142854,-1,30.1,newborn_boys_hc_z_long.csv
hc,male,33+6,33.857142857142854,0,31.4,newborn_boys_hc_z_long.csv
hc,male,33+6,33.857142857142854,1,32.8,newborn_boys_hc_z_long.csv
hc,male,33+6,33.857142857142854,2,34.2,newborn_boys_hc_z_long.csv
hc,male,33+6,33.857142857142854,3,35.9,newborn_boys_hc_z_long.csv
hc,male,34+0,34.0,-3,27.2,newborn_boys_hc_z_long.csv
hc,male,34+0,34.0,-2,28.8,newborn_boys_hc_z_long.csv
hc,male,34+0,34.0,-1,30.1,newborn_boys_hc_z_long.csv
hc,male,34+0,34.0,0,31.5,newborn_boys_hc_z_long.csv
hc,male,34+0,34.0,1,32.8,newborn_boys_hc_z_long.csv
hc,male,34+0,34.0,2,34.3,newborn_boys_hc_z_long.csv
hc,male,34+0,34.0,3,36.0,newborn_boys_hc_z_long.csv
hc,male,42+6,42.857142857142854,-3,31.9,newborn_boys_hc_z_long.csv
hc,male,42+6,42.857142857142854,-2,33.2,newborn_boys_hc_z_long.csv
hc,male,42+6,42.857142857142854,-1,34.3,newborn_boys_hc_z_long.csv
hc,male,42+6,42.857142857142854,0,35.4,newborn_boys_hc_z_long.csv
hc,male,42+6,42.857142857142854,1,36.5,newborn_boys_hc_z_long.csv
hc,male,42+6,42.857142857142854,2,37.7,newborn_boys_hc_z_long.csv
hc,male,42+6,42.857142857142854,3,39.0,newborn_boys_hc_z_long.csv
weight,male,33+0,33.0,-3,0.63,international_newborn_size_boys_weight_zscores.csv
weight,male,33+0,33.0,-2,1.13,international_newborn_size_boys_weight_zscores.csv
weight,male,33+0,33.0,-1,1.55,international_newborn_size_boys_weight_zscores.csv
weight,male,33+0,33.0,0,1.95,international_newborn_size_boys_weight_zscores.csv
weight,male,33+0,33.0,1,2.39,international_newborn_size_boys_weight_zscores.csv
weight,male,33+0,33.0,2,2.88,international_newborn_size_boys_weight_zscores.csv
weight,male,33+0,33.0,3,3.47,international_newborn_size_boys_weight_zscores.csv
weight,male,33+1,33.142857142857146,-3,0.67,international_newborn_size_boys_weight_zscores.csv
weight,male,33+1,33.142857142857146,-2,1.17,international_newborn_size_boys_weight_zscores.csv
weight,male,33+1,33.142857142857146,-1,1.59,international_newborn_size_boys_weight_zscores.csv
weight,male,33+1,33.142857142857146,0,1.99,international_newborn_size_boys_weight_zscores.csv
weight,male,33+1,33.142857142857146,1,2.43,international_newborn_size_boys_weight_zscores.csv
weight,male,33+1,33.142857142857146,2,2.92,international_newborn_size_boys_weight_zscores.csv
weight,male,33+1,33.142857142857146,3,3.51,international_newborn_size_boys_weight_zscores.csv
weight,male,33+2,33.285714285714285,-3,0.71,international_newborn_size_boys_weight_zscores.csv
weight,male,33+2,33.285714285714285,-2,1.21,international_newborn_size_boys_weight_zscores.csv
weight,male,33+2,33.285714285714285,-1,1.63,international_newborn_size_boys_weight_zscores.csv
weight,male,33+2,33.285714285714285,0,2.03,international_newborn_size_boys_weight_zscores.csv
weight,male,33+2,33.285714285714285,1,2.47,international_newborn_size_boys_weight_zscores.csv
weight,male,33+2,33.285714285714285,2,2.96,international_newborn_size_boys_weight_zscores.csv
weight,male,33+2,33.285714285714285,3,3.55,international_newborn_size_boys_weight_zscores.csv
weight,male,33+3,33.42857142857143,-3,0.75,international_newborn_size_boys_weight_zscores.csv
weight,male,33+3,33.42857142857143,-2,1.25,international_newborn_size_boys_weight_zscores.csv
weight,male,33+3,33.42857142857143,-1,1.67,international_newborn_size_boys_weight_zscores.csv
weight,male,33+3,33.42857142857143,0,2.07,international_newborn_size_boys_weight_zscores.csv
weight,male,33+3,33.42857142857143,1,2.5,international_newborn_size_boys_weight_zscores.csv
weight,male,33+3,33.42857142857143,2,2.99,international_newborn_size_boys_weight_zscores.csv
weight,male,33+3,33.42857142857143,3,3.59,international_newborn_size_boys_weight_zscores.csv
weight,male,33+4,33.57142857142857,-3,0.79,international_newborn_size_boys_weight_zscores.csv
weight,male,33+4,33.57142857142857,-2,1.29,international_newborn_size_boys_weight_zscores.csv
weight,male,33+4,33.57142857142857,-1,1.71,international_newborn_size_boys_weight_zscores.csv
weight,male,33+4,33.57142857142857,0,2.11,international_newborn_size_boys_weight_zscores.csv
weight,male,33+4,33.57142857142857,1,2.54,international_newborn_size_boys_weight_zscores.csv
weight,male,33+4,33.57142857142857,2,3.03,international_newborn_size_boys_weight_zscores.csv
weight,male,33+4,33.57142857142857,3,3.62,international_newborn_size_boys_weight_zscores.csv
weight,male,33+5,33.714285714285715,-3,0.83,international_newborn_size_boys_weight_zscores.csv
weight,male,33+5,33.714285714285715,-2,1.33,international_newborn_size_boys_weight_zscores.csv
weight,male,33+5,33.714285714285715,-1,1.75,international_newborn_size_boys_weight_zscores.csv
weight,male,33+5,33.714285714285715,0,2.15,international_newborn_size_boys_weight_zscores.csv
weight,male,33+5,33.714285714285715,1,2.58,international_newborn_size_boys_weight_zscores.csv
weight,male,33+5,33.714285714285715,2,3.07,international_newborn_size_boys_weight_zscores.csv
weight,male,33+5,33.714285714285715,3,3.66,international_newborn_size_boys_weight_zscores.csv
weight,male,33+6,33.857142857142854,-3,0.87,international_newborn_size_boys_weight_zscores.csv
weight,male,33+6,33.857142857142854,-2,1.37,international_newborn_size_boys_weight_zscores.csv
weight,male,33+6,33.857142857142854,-1,1.79,international_newborn_size_boys_weight_zscores.csv
weight,male,33+6,33.857142857142854,0,2.18,international_newborn_size_boys_weight_zscores.csv
weight,male,33+6,33.857142857142854,1,2.62,international_newborn_size_boys_weight_zscores.csv
weight,male,33+6,33.857142857142854,2,3.11,international_newborn_size_boys_weight_zscores.csv
weight,male,33+6,33.857142857142854,3,3.7,international_newborn_size_boys_weight_zscores.csv
weight,male,34+0,34.0,-3,0.91,international_newborn_size_boys_weight_zscores.csv
weight,male,34+0,34.0,-2,1.4,international_newborn_size_boys_weight_zscores.csv
weight,male,34+0,34.0,-1,1.82,international_newborn_size_boys_weight_zscores.csv
weight,male,34+0,34.0,0,2.22,international_newborn_size_boys_weight_zscores.csv
weight,male,34+0,34.0,1,2.65,international_newborn_size_boys_weight_zscores.csv
weight,male,34+0,34.0,2,3.14,international_newborn_size_boys_weight_zscores.csv
weight,male,34+0,34.0,3,3.73,international_newborn_size_boys_weight_zscores.csv
weight,male,34+1,34.142857142857146,-3,0.95,international_newborn_size_boys_weight_zscores.csv
weight,male,34+1,34.142857142857146,-2,1.44,international_newborn_size_boys_weight_zscores.csv
weight,male,34+1,34.142857142857146,-1,1.86,international_newborn_size_boys_weight_zscores.csv
weight,male,34+1,34.142857142857146,0,2.26,international_newborn_size_boys_weight_zscores.csv
weight,male,34+1,34.142857142857146,1,2.69,international_newborn_size_boys_weight_zscores.csv
weight,male,34+1,34.142857142857146,2,3.18,international_newborn_size_boys_weight_zscores.csv
weight,male,34+1,34.142857142857146,3,3.77,international_newborn_size_boys_weight_zscores.csv
weight,male,34+2,34.285714285714285,-3,0.98,international_newborn_size_boys_weight_zscores.csv
weight,male,34+2,34.285714285714285,-2,1.48,international_newborn_size_boys_weight_zscores.csv
weight,male,34+2,34.285714285714285,-1,1.9,international_newborn_size_boys_weight_zscores.csv
weight,male,34+2,34.285714285714285,0,2.29,international_newborn_size_boys_weight_zscores.csv
weight,male,34+2,34.285714285714285,1,2.73,international_newborn_size_boys_weight_zscores.csv
weight,male,34+2,34.285714285714285,2,3.21,international_newborn_size_boys_weight_zscores.csv
weight,male,34+2,34.285714285714285,3,3.8,international_newborn_size_boys_weight_zscores.csv
weight,male,34+3,34.42857142857143,-3,1.02,international_newborn_size_boys_weight_zscores.csv
weight,male,34+3,34.42857142857143,-2,1.51,international_newborn_size_boys_weight_zscores.csv
weight,male,34+3,34.42857142857143,-1,1.93,international_newborn_size_boys_weight_zscores.csv
weight,male,34+3,34.42857142857143,0,2.33,international_newborn_size_boys_weight_zscores.csv
weight,male,34+3,34.42857142857143,1,2.76,international_newborn_size_boys_weight_zscores.csv
weight,male,34+3,34.42857142857143,2,3.25,international_newborn_size_boys_weight_zscores.csv
weight,male,34+3,34.42857142857143,3,3.84,international_newborn_size_boys_weight_zscores.csv
weight,male,34+4,34.57142857142857,-3,1.05,international_newborn_size_boys_weight_zscores.csv
weight,male,34+4,34.57142857142857,-2,1.55,international_newborn_size_boys_weight_zscores.csv
weight,male,34+4,34.57142857142857,-1,1.97,international_newborn_size_boys_weight_zscores.csv
weight,male,34+4,34.57142857142857,0,2.36,international_newborn_size_boys_weight_zscores.csv
weight,male,34+4,34.57142857142857,1,2.8,international_newborn_size_boys_weight_zscores.csv
weight,male,34+4,34.57142857142857,2,3.28,international_newborn_size_boys_weight_zscores.csv
weight,male,34+4,34.57142857142857,3,3.87,international_newborn_size_boys_weight_zscores.csv
weight,male,34+5,34.714285714285715,-3,1.09,international_newborn_size_boys_weight_zscores.csv
weight,male,34+5,34.714285714285715,-2,1.58,international_newborn_size_boys_weight_zscores.csv
weight,male,34+5,34.714285714285715,-1,2.0,international_newborn_size_boys_weight_zscores.csv
weight,male,34+5,34.714285714285715,0,2.4,international_newborn_size_boys_weight_zscores.csv
weight,male,34+5,34.714285714285715,1,2.83,international_newborn_size_boys_weight_zscores.csv
weight,male,34+5,34.714285714285715,2,3.32,international_newborn_size_boys_weight_zscores.csv
weight,male,34+5,34.714285714285715,3,3.91,international_newborn_size_boys_weight_zscores.csv
weight,male,34+6,34.857142857142854,-3,1.12,international_newborn_size_boys_weight_zscores.csv
weight,male,34+6,34.857142857142854,-2,1.62,international_newborn_size_boys_weight_zscores.csv
weight,male,34+6,34.857142857142854,-1,2.04,international_newborn_size_boys_weight_zscores.csv
weight,male,34+6,34.857142857142854,0,2.43,international_newborn_size_boys_weight_zscores.csv
weight,male,34+6,34.857142857142854,1,2.86,international_newborn_size_boys_weight_zscores.csv
weight,male,34+6,34.857142857142854,2,3.35,international_newborn_size_boys_weight_zscores.csv
weight,male,34+6,34.857142857142854,3,3.94,international_newborn_size_boys_weight_zscores.csv
weight,male,35+0,35.0,-3,1.16,international_newborn_size_boys_weight_zscores.csv
weight,male,35+0,35.0,-2,1.65,international_newborn_size_boys_weight_zscores.csv
weight,male,35+0,35.0,-1,2.07,international_newborn_size_boys_weight_zscores.csv
weight,male,35+0,35.0,0,2.47,international_newborn_size_boys_weight_zscores.csv
weight,male,35+0,35.0,1,2.9,international_newborn_size_boys_weight_zscores.csv
weight,male,35+0,35.0,2,3.38,international_newborn_size_boys_weight_zscores.csv
weight,male,35+0,35.0,3,3.97,international_newborn_size_boys_weight_zscores.csv
weight,male,35+1,35.142857142857146,-3,1.19,international_newborn_size_boys_weight_zscores.csv
weight,male,35+1,35.142857142857146,-2,1.69,international_newborn_size_boys_weight_zscores.csv
weight,male,35+1,35.142857142857146,-1,2.1,international_newborn_size_boys_weight_zscores.csv
weight,male,35+1,35.142857142857146,0,2.5,international_newborn_size_boys_weight_zscores.csv
weight,male,35+1,35.142857142857146,1,2.93,international_newborn_size_boys_weight_zscores.csv
weight,male,35+1,35.142857142857146,2,3.42,international_newborn_size_boys_weight_zscores.csv
weight,male,35+1,35.142857142857146,3,4.0,international_newborn_size_boys_weight_zscores.csv
weight,male,35+2,35.285714285714285,-3,1.23,international_newborn_size_boys_weight_zscores.csv
weight,male,35+2,35.285714285714285,-2,1.72,international_newborn_size_boys_weight_zscores.csv
weight,male,35+2,35.285714285714285,-1,2.14,international_newborn_size_boys_weight_zscores.csv
weight,male,35+2,35.285714285714285,0,2.53,international_newborn_size_boys_weight_zscores.csv
weight,male,35+2,35.285714285714285,1,2.96,international_newborn_size_boys_weight_zscores.csv
weight,male,35+2,35.285714285714285,2,3.45,international_newborn_size_boys_weight_zscores.csv
weight,male,35+2,35.285714285714285,3,4.04,international_newborn_size_boys_weight_zscores.csv
weight,male,35+3,35.42857142857143,-3,1.26,international_newborn_size_boys_weight_zscores.csv
weight,male,35+3,35.42857142857143,-2,1.75,international_newborn_size_boys_weight_zscores.csv
weight,male,35+3,35.42857142857143,-1,2.17,international_newborn_size_boys_weight_zscores.csv
weight,male,35+3,35.42857142857143,0,2.57,international_newborn_size_boys_weight_zscores.csv
weight,male,35+3,35.42857142857143,1,3.0,international_newborn_size_boys_weight_zscores.csv
weight,male,35+3,35.42857142857143,2,3.48,international_newborn_size_boys_weight_zscores.csv
weight,male,35+3,35.42857142857143,3,4.07,international_newborn_size_boys_weight_zscores.csv
weight,male,35+4,35.57142857142857,-3,1.29,international_newborn_size_boys_weight_zscores.csv
weight,male,35+4,35.57142857142857,-2,1.78,international_newborn_size_boys_weight_zscores.csv
weight,male,35+4,35.57142857142857,-1,2.2,international_newborn_size_boys_weight_zscores.csv
weight,male,35+4,35.57142857142857,0,2.6,international_newborn_size_boys_weight_zscores.csv
weight,male,35+4,35.57142857142857,1,3.03,international_newborn_size_boys_weight_zscores.csv
weight,male,35+4,35.57142857142857,2,3.51,international_newborn_size_boys_weight_zscores.csv
weight,male,35+4,35.57142857142857,3,4.1,international_newborn_size_boys_weight_zscores.csv
weight,male,35+5,35.714285714285715,-3,1.32,international_newborn_size_boys_weight_zscores.csv
weight,male,35+5,35.714285714285715,-2,1.82,international_newborn_size_boys_weight_zscores.csv
weight,male,35+5,35.714285714285715,-1,2.23,international_newborn_size_boys_weight_zscores.csv
weight,male,35+5,35.714285714285715,0,2.63,international_newborn_size_boys_weight_zscores.csv
weight,male,35+5,35.714285714285715,1,3.06,international_newborn_size_boys_weight_zscores.csv
weight,male,35+5,35.714285714285715,2,3.54,international_newborn_size_boys_weight_zscores.csv
weight,male,35+5,35.714285714285715,3,4.13,international_newborn_size_boys_weight_zscores.csv
weight,male,35+6,35.857142857142854,-3,1.36,international_newborn_size_boys_weight_zscores.csv
weight,male,35+6,35.857142857142854,-2,1.85,international_newborn_size_boys_weight_zscores.csv
weight,male,35+6,35.857142857142854,-1,2.26,international_newborn_size_boys_weight_zscores.csv
weight,male,35+6,35.857142857142854,0,2.66,international_newborn_size_boys_weight_zscores.csv
weight,male,35+6,35.857142857142854,1,3.09,international_newborn_size_boys_weight_zscores.csv
weight,male,35+6,35.857142857142854,2,3.57,international_newborn_size_boys_weight_zscores.csv
weight,male,35+6,35.857142857142854,3,4.16,international_newborn_size_boys_weight_zscores.csv
weight,male,36+0,36.0,-3,1.39,international_newborn_size_boys_weight_zscores.csv
weight,male,36+0,36.0,-2,1.88,international_newborn_size_boys_weight_zscores.csv
weight,male,36+0,36.0,-1,2.29,international_newborn_size_boys_weight_zscores.csv
weight,male,36+0,36.0,0,2.69,international_newborn_size_boys_weight_zscores.csv
weight,male,36+0,36.0,1,3.12,international_newborn_size_boys_weight_zscores.csv
weight,male,36+0,36.0,2,3.6,international_newborn_size_boys_weight_zscores.csv
weight,male,36+0,36.0,3,4.19,international_newborn_size_boys_weight_zscores.csv
weight,male,36+1,36.142857142857146,-3,1.42,international_newborn_size_boys_weight_zscores.csv
weight,male,36+1,36.142857142857146,-2,1.91,international_newborn_size_boys_weight_zscores.csv
weight,male,36+1,36.142857142857146,-1,2.33,international_newborn_size_boys_weight_zscores.csv
weight,male,36+1,36.142857142857146,0,2.72,international_newborn_size_boys_weight_zscores.csv
weight,male,36+1,36.142857142857146,1,3.15,international_newborn_size_boys_weight_zscores.csv
weight,male,36+1,36.142857142857146,2,3.63,international_newborn_size_boys_weight_zscores.csv
weight,male,36+1,36.142857142857146,3,4.22,international_newborn_size_boys_weight_zscores.csv
weight,male,36+2,36.285714285714285,-3,1.45,international_newborn_size_boys_weight_zscores.csv
weight,male,36+2,36.285714285714285,-2,1.94,international_newborn_size_boys_weight_zscores.csv
weight,male,36+2,36.285714285714285,-1,2.36,international_newborn_size_boys_weight_zscores.csv
weight,male,36+2,36.285714285714285,0,2.75,international_newborn_size_boys_weight_zscores.csv
weight,male,36+2,36.285714285714285,1,3.18,international_newborn_size_boys_weight_zscores.csv
weight,male,36+2,36.285714285714285,2,3.66,international_newborn_size_boys_weight_zscores.csv
weight,male,36+2,36.285714285714285,3,4.25,international_newborn_size_boys_weight_zscores.csv
weight,male,36+3,36.42857142857143,-3,1.48,international_newborn_size_boys_weight_zscores.csv
weight,male,36+3,36.42857142857143,-2,1.97,international_newborn_size_boys_weight_zscores.csv
weight,male,36+3,36.42857142857143,-1,2.38,international_newborn_size_boys_weight_zscores.csv
weight,male,36+3,36.42857142857143,0,2.78,international_newborn_size_boys_weight_zscores.csv
weight,male,36+3,36.42857142857143,1,3.21,international_newborn_size_boys_weight_zscores.csv
weight,male,36+3,36.42857142857143,2,3.69,international_newborn_size_boys_weight_zscores.csv
weight,male,36+3,36.42857142857143,3,4.28,international_newborn_size_boys_weight_zscores.csv
weight,male,36+4,36.57142857142857,-3,1.51,international_newborn_size_boys_weight_zscores.csv
weight,male,36+4,36.57142857142857,-2,2.0,international_newborn_size_boys_weight_zscores.csv
weight,male,36+4,36.57142857142857,-1,2.41,international_newborn_size_boys_weight_zscores.csv
weight,male,36+4,36.57142857142857,0,2.81,international_newborn_size_boys_weight_zscores.csv
weight,male,36+4,36.57142857142857,1,3.24,international_newborn_size_boys_weight_zscores.csv
weight,male,36+4,36.57142857142857,2,3.72,international_newborn_size_boys_weight_zscores.csv
weight,male,36+4,36.57142857142857,3,4.3,international_newborn_size_boys_weight_zscores.csv
weight,male,36+5,36.714285714285715,-3,1.54,international_newborn_size_boys_weight_zscores.csv
weight,male,36+5,36.714285714285715,-2,2.03,international_newborn_size_boys_weight_zscores.csv
weight,male,36+5,36.714285714285715,-1,2.44,international_newborn_size_boys_weight_zscores.csv
weight,male,36+5,36.714285714285715,0,2.84,international_newborn_size_boys_weight_zscores.csv
weight,male,36+5,36.714285714285715,1,3.26,international_newborn_size_boys_weight_zscores.csv
weight,male,36+5,36.714285714285715,2,3.75,international_newborn_size_boys_weight_zscores.csv
weight,male,36+5,36.714285714285715,3,4.33,international_newborn_size_boys_weight_zscores.csv
weight,male,36+6,36.857142857142854,-3,1.57,international_newborn_size_boys_weight_zscores.csv
weight,male,36+6,36.857142857142854,-2,2.06,international_newborn_size_boys_weight_zscores.csv
weight,male,36+6,36.857142857142854,-1,2.47,international_newborn_size_boys_weight_zscores.csv
weight,male,36+6,36.857142857142854,0,2.87,international_newborn_size_boys_weight_zscores.csv
weight,male,36+6,36.857142857142854,1,3.29,international_newborn_size_boys_weight_zscores.csv
weight,male,36+6,36.857142857142854,2,3.78,international_newborn_size_boys_weight_zscores.csv
weight,male,36+6,36.857142857142854,3,4.36,international_newborn_size_boys_weight_zscores.csv
weight,male,37+0,37.0,-3,1.59,international_newborn_size_boys_weight_zscores.csv
weight,male,37+0,37.0,-2,2.08,international_newborn_size_boys_weight_zscores.csv
weight,male,37+0,37.0,-1,2.5,international_newborn_size_boys_weight_zscores.csv
weight,male,37+0,37.0,0,2.89,international_newborn_size_boys_weight_zscores.csv
weight,male,37+0,37.0,1,3.32,international_newborn_size_boys_weight_zscores.csv
weight,male,37+0,37.0,2,3.8,international_newborn_size_boys_weight_zscores.csv
weight,male,37+0,37.0,3,4.39,international_newborn_size_boys_weight_zscores.csv
weight,male,37+1,37.142857142857146,-3,1.62,international_newborn_size_boys_weight_zscores.csv
weight,male,37+1,37.142857142857146,-2,2.11,international_newborn_size_boys_weight_zscores.csv
weight,male,37+1,37.142857142857146,-1,2.53,international_newborn_size_boys_weight_zscores.csv
weight,male,37+1,37.142857142857146,0,2.92,international_newborn_size_boys_weight_zscores.csv
weight,male,37+1,37.142857142857146,1,3.35,international_newborn_size_boys_weight_zscores.csv
weight,male,37+1,37.142857142857146,2,3.83,international_newborn_size_boys_weight_zscores.csv
weight,male,37+1,37.142857142857146,3,4.41,international_newborn_size_boys_weight_zscores.csv
weight,male,37+2,37.285714285714285,-3,1.65,international_newborn_size_boys_weight_zscores.csv
weight,male,37+2,37.285714285714285,-2,2.14,international_newborn_size_boys_weight_zscores.csv
weight,male,37+2,37.285714285714285,-1,2.55,international_newborn_size_boys_weight_zscores.csv
weight,male,37+2,37.285714285714285,0,2.95,international_newborn_size_boys_weight_zscores.csv
weight,male,37+2,37.285714285714285,1,3.37,international_newborn_size_boys_weight_zscores.csv
weight,male,37+2,37.285714285714285,2,3.86,international_newborn_size_boys_weight_zscores.csv
weight,male,37+2,37.285714285714285,3,4.44,international_newborn_size_boys_weight_zscores.csv
weight,male,37+3,37.42857142857143,-3,1.68,international_newborn_size_boys_weight_zscores.csv
weight,male,37+3,37.42857142857143,-2,2.17,international_newborn_size_boys_weight_zscores.csv
weight,male,37+3,37.42857142857143,-1,2.58,international_newborn_size_boys_weight_zscores.csv
weight,male,37+3,37.42857142857143,0,2.97,international_newborn_size_boys_weight_zscores.csv
weight,male,37+3,37.42857142857143,1,3.4,international_newborn_size_boys_weight_zscores.csv
weight,male,37+3,37.42857142857143,2,3.88,international_newborn_size_boys_weight_zscores.csv
weight,male,37+3,37.42857142857143,3,4.46,international_newborn_size_boys_weight_zscores.csv
weight,male,37+4,37.57142857142857,-3,1.7,international_newborn_size_boys_weight_zscores.csv
weight,male,37+4,37.57142857142857,-2,2.19,international_newborn_size_boys_weight_zscores.csv
weight,male,37+4,37.57142857142857,-1,2.61,international_newborn_size_boys_weight_zscores.csv
weight,male,37+4,37.57142857142857,0,3.0,international_newborn_size_boys_weight_zscores.csv
weight,male,37+4,37.57142857142857,1,3.43,international_newborn_size_boys_weight_zscores.csv
weight,male,37+4,37.57142857142857,2,3.91,international_newborn_size_boys_weight_zscores.csv
weight,male,37+4,37.57142857142857,3,4.49,international_newborn_size_boys_weight_zscores.csv
weight,male,37+5,37.714285714285715,-3,1.73,international_newborn_size_boys_weight_zscores.csv
weight,male,37+5,37.714285714285715,-2,2.22,international_newborn_size_boys_weight_zscores.csv
weight,male,37+5,37.714285714285715,-1,2.63,international_newborn_size_boys_weight_zscores.csv
weight,male,37+5,37.714285714285715,0,3.03,international_newborn_size_boys_weight_zscores.csv
weight,male,37+5,37.714285714285715,1,3.45,international_newborn_size_boys_weight_zscores.csv
weight,male,37+5,37.714285714285715,2,3.93,international_newborn_size_boys_weight_zscores.csv
weight,male,37+5,37.714285714285715,3,4.51,international_newborn_size_boys_weight_zscores.csv
weight,male,37+6,37.857142857142854,-3,1.76,international_newborn_size_boys_weight_zscores.csv
weight,male,37+6,37.857142857142854,-2,2.24,international_newborn_size_boys_weight_zscores.csv
weight,male,37+6,37.857142857142854,-1,2.66,international_newborn_size_boys_weight_zscores.csv
weight,male,37+6,37.857142857142854,0,3.05,international_newborn_size_boys_weight_zscores.csv
weight,male,37+6,37.857142857142854,1,3.48,international_newborn_size_boys_weight_zscores.csv
weight,male,37+6,37.857142857142854,2,3.96,international_newborn_size_boys_weight_zscores.csv
weight,male,37+6,37.857142857142854,3,4.54,international_newborn_size_boys_weight_zscores.csv
weight,male,38+0,38.0,-3,1.78,international_newborn_size_boys_weight_zscores.csv
weight,male,38+0,38.0,-2,2.27,international_newborn_size_boys_weight_zscores.csv
weight,male,38+0,38.0,-1,2.68,international_newborn_size_boys_weight_zscores.csv
weight,male,38+0,38.0,0,3.08,international_newborn_size_boys_weight_zscores.csv
